id,name,address,postal_code,latitude,longitude,star,review_count
1sdwgcMd1BNlzw-wz3TXKQ,Dierks Bentley's Whiskey Row,640 S Mill Ave,85281,33.4241272,-111.9407446,3.0,256
W9NUdpRX7gLXHLM2-NeKeA,SakeBomber Sushi & Grill,1705 E Broadway Rd,85282,33.4071184,-111.9114942,4.0,328
giEqFzqypua5bmdG5dbDZg,Taco Bell,1336 W. University Drive,85281,33.4221833,-111.9600163,3.5,11
McsAPsIJPXHrZ1jY2FzmNw,Denny's,650 N Scottsdale Rd,85281,33.4354771236,-111.9266805053,2.5,26
3Ll-F55gm-tDXy3I37beJA,Pho Nhat,933 E University Dr,85281,33.4212886,-111.9246995,3.5,122
vW1P-SytRsF20a3ka9mBtw,Los Arielitos Taco Shop,933 E University Dr,85281,33.4213508,-111.9247139,4.0,21
O3swSW2vRXaPrfe0G00ngw,Denny's,1343 W Broadway,85282,33.4070950406,-111.9597762823,3.0,67
Yfsy0vNKsja4jA8Niykgjw,The Normal Restaurant and Bar,225 E Apache Blvd,85281,33.4142827,-111.9361832,3.5,71
Yv9IJnHVvToCTetM0vSwcA,Paytons Place,325 W Elliot Rd,85284,33.3490842,-111.9449183,3.0,5
VGBSw_36OQLh1b9SwUyW1g,Stadium Sports Grill,Tempe Marketplace,85281,33.4335365,-111.9044607,3.0,21
oxHmTO6MwNPs524_-J-FRQ,1865 Coffee,40 E University Dr,85281,33.4222844,-111.9384942,4.5,19
oO6J78pMW4s8OzSUm75SpQ,Hooters,501 S Mill Ave,85281,33.4252893,-111.9396982,3.0,64
Ct4daXJf_1yzJukZJeq33Q,Lucy's Fountainhead Cafe,1501 W Fountainhead Pkwy,85282,33.4028202,-111.9626357,4.5,21
IKpVBsOTixsnoU4r0Sc42A,Papaya Thai Restaurant,1731 E Broadway Rd,85282,33.406547,-111.910913,2.5,203
LFI82Rds5tKa5EAngmDvLQ,Seoul Garden,1324 S Rural Rd,85281,33.4130961,-111.9262735,2.5,8
U8rHQ_Sg8A2m291Y7WEfIg,Devil's Advocate,955 E University Dr,85281,33.4216885,-111.9243422,3.5,246
jYX-4_AJZGRttHy9daPuOQ,Hot Burrito Mexican Food,655 W Warner Rd,85284,33.3331639882,-111.9475446042,4.0,39
9U6K2_IImm3nYTna_69fFw,Steakies Cheesesteaks,9845 S Priest Dr,85284,33.3216697,-111.9623937,3.5,31
4cuvlrnhnLA9r2TOmwSvfw,Erbert And Gerbert's,117 E 5th St,85281,33.4253483119,-111.9376434363,3.5,29
aVkVDJ01OgvNwhlCUz_bng,Gordon Biersch Brewery Restaurant,420 S Mill Ave,85281,33.4257683069,-111.94042288,3.0,372
89Tgq6_T1m8CQ-8l_VPcDQ,Pitchforks Restaurant,301 E Orange Mall,85281,33.417703,-111.934353,3.5,3
oWM1ZEsqgJYMgvLbWUwuaw,SpaMassage For You,2525 S Rural Rd,85281,33.401485,-111.9258153,3.5,59
6WDDksGLLehfQDIvQXzR5w,Chou's Kitchen,1250 E Apache Blvd,85281,33.415162,-111.918471,4.0,256
PK_yJS579FjaNiCkGGa6iA,MAD Greens - Tempe,2000 E Rio Salado Pkwy,85281,33.433481,-111.901629,4.0,175
WPkUWu5Ja_lAx0XljgPF7A,Urban Craft,4400 South Rural Rd,85282,33.3836219,-111.9276757,3.5,18
KUIzGuOo6fw2cRAdgFhmew,Pizza Chicago,975 E Elliott Rd,85284,33.3491017,-111.9265922,3.5,27
w0Zivn7ajMsUYbcQ2759uw,AZ Wings,1804 E Southern Ave,85282,33.3932634637,-111.908011098,4.0,66
ivq-9aKvAm9IBWX0TnLwgg,The Bodhi,521 S College Ave,85281,33.4249386,-111.9346209,4.5,78
GqHbCfeLISeke9boLt7zyw,Freezer's Sports Bar & Grill,83 E Broadway Rd,85282,33.407093,-111.938671,3.5,117
5cE4IXLzN4-MmQ4NH4ubRw,Shahrazad Middle Eastern Cuisine,1849 N Scottsdale Rd,85281,33.4503139112,-111.9251918196,4.0,67
c3zYwxR1TcpeO2fugLTxEA,Raspados Paradise Mexican Restaurant,5000 S Arizona Mills Cir,85282,33.38136708,-111.965268205,2.5,40
f-7sTbx8u7c9t1-r_Fdoow,AZ Bread,315 W Elliot Rd,85284,33.348673824,-111.9443609801,4.0,259
9uhQx8mHK-C1h-cPoDnStA,Einstein Bros Bagels,Arizona State University,85281,33.4180432505,-111.9342374268,2.5,24
Xw2o0GKWxDRMFPR0a4IOoQ,Life Cafe,1616 W Ruby Dr,85284,33.3413432,-111.9643591,3.5,14
dTAAhRLj0DN85YjZs2poPg,Tikka Bistro,1250 E Apache Blvd,85281,33.415464,-111.918483,5.0,7
CO8MpD1bSkBPArXKBKkIfA,Noodles & Company,2000 E Rio Salado Pkwy,85281,33.4334346309,-111.9015925,3.5,160
1p76_EWPbPcTprNrEVw3-g,Denny's,4403 S Rural Rd,85282,33.3847097769,-111.9260132965,2.5,83
UK2sK9SkdBdK1uxv8TcWGg,Chuy's Mesquite Broiler,1831 E Baseline Rd,85283,33.3779711,-111.9057836,3.0,13
DKrGFydT_4CrxM7iM2qm7A,Long John Silver's,1202 W Broadway Rd,85281,33.408336,-111.956398,3.5,3
8bWS1Sp2m3fa9cDcuBTOag,Church's Chicken,1102 E Baseline Rd,85283,33.3786801,-111.9238548,2.0,10
_YfwjvhsqDPLow4775ZFEg,Horse & Hound Sports Grill,1320 E Broadway Rd,85282,33.4082862,-111.9168734,3.5,25
ZARxy5Orzk9Ocay0IkU_-Q,Carl's Jr,1210 N Scottsdale Rd,85281,33.4422882759,-111.9269578952,2.5,19
ChePLVTEVu8y2v4JQcU2jA,Dairy Queen Orange Julius,5000 S Arizona Mills Cir,85282,33.384965,-111.963764,1.0,4
HmRtRrxieDpk2ANibPFPSA,City Market Deli,1500 N Priest Dr,85281,33.4451976387,-111.9565012889,2.0,11
2hO-2tBcwZOhsbf64LcfWw,Tempe's Front Porch,100 S Mill Ave,85281,33.429167,-111.940416,3.5,34
j-SSlq3__BQr3H7lAyVvkw,Nello's,1806 E Southern Ave,85282,33.3948039,-111.9074138,3.5,162
oN8LWCHqpLguNYW6_Fk9Cg,Firehouse Tempe,4 E University Dr,85281,33.4219970703,-111.9398880005,3.5,46
-0Sgh0QlUKVsWosCWJzGqQ,Domino's Pizza,681 E Apache Blvd,85281,33.4143460071,-111.9289950021,2.0,56
d3C5QTYpZCdp2pV1Cq5G_g,Mr Goodcents Subs & Pastas,528 W Broadway Rd,85282,33.4075797,-111.9471089,3.0,12
POzMNUmUWFNDinWrspiBEA,Poppy's Place,825 W Baseline Rd,85283,33.3771903,-111.9520135,2.5,43
SgIOG9I6i58szXkGCcs3MQ,Long Wongs,2700 W Baseline Rd,85283,33.379242,-111.9772353,2.0,6
yet0Pww_ouW49T7V41ecSw,The Dhaba,1872 E Apache Blvd,85281,33.415079,-111.905095,4.0,627
IrXlXhmSHlIllxZSAARjLA,Flaming Kabob,921 E University Dr,85281,33.421881,-111.925474,3.5,114
jJDKPJLzkoPeytWIzstJrA,Pedal Haus Brewery,730 S Mill Ave,85281,33.4234744781,-111.9414602134,4.0,473
IqsQRoiVE535Z2JR-7xoWQ,Jack in the Box,2145 E University Dr,85281,33.4217141,-111.8937627,2.0,18
lpD3xIYuVaQA8xRSlKwn-Q,La Fonda Mexican Restaurant & Cantina,1831 E Baseline Rd,85283,33.3783035278,-111.9061355591,3.0,165
DKusRJUxgsye1cdrlGgQOg,Udupi,1636 N Scottsdale Rd,85281,33.4480887488,-111.9268833664,4.0,379
Q5CFijcygcSLxALuRl4tyg,Sol Diablo Cantina,560 S College Ave,85281,33.4248119841,-111.9353913143,3.5,34
gONNfEoNaRLNtgaAcxwsLQ,Flanny's Bar & Grill,1805 E Elliot Rd,85284,33.3478613,-111.9095341,3.5,206
En6qaWnBQsQwTxNIp8SwsA,Kelly's Cajun Grill,5000 S Arizona Mills Cir,85282,33.383123,-111.964485,2.5,5
Qq9o01VKtDUQTFhdGYVkkw,Caribbean Queen,219 E Baseline Rd,85283,33.3777589,-111.9363813,3.5,25
yM2ID5DHLdWCOlVO9diULA,College Bar & Grill,502 S College Ave,85281,33.4251563,-111.9352638,4.0,42
65f0pXB1bSwHH1Pi7kkryw,Bio Bistro,727 E Tyler St,85281,33.4203201234,-111.9286251068,2.5,7
rof8X8-2R6Z2sLuDrr1OXg,Cornish Pasty Co,425 S Mill Ave,85281,33.4257737,-111.9396268,4.0,152
ogcWPQvYDGlCHLkGOBjv4A,The Magic Wok,1721 E Warner Rd,85284,33.3333737,-111.9122692,4.0,7
vhIJ91MDgUuk4Cr9Kpj1Nw,Jimmy John's,680 South Mill Ave,85281,33.424035,-111.9402789,3.0,140
q8KTU7SHEPOG5CrTz_5GEA,The Corporate Deli,1500 N Priest Dr,85284,33.4448291,-111.9563013,2.5,3
cpuLjGxFQqJceW4zzJdvaw,Sukotto Japanese Grill,5000 S Arizona Mills Cir,85282,33.3832288,-111.9643825,1.5,41
DD4d-8-DjnnXBE7lJ6w92A,Spacoli's Pizza and Wings,1826 N Scottsdale Rd,85281,33.449697,-111.926989,3.0,52
d4pXR8yVuJIm6Q3HuRYBfw,Subway,7420 S Rural Rd,85284,33.3503650003,-111.9289829258,3.5,4
aiX_WP7NKPTdF9CfI-M-wg,Culinary Dropout,149 S Farmer,85281,33.4286921,-111.944005,4.0,1877
ObV7olsEsNYjuMGNJ75jNw,Vaqueros Carne Asada,2602 W Southern Ave,85282,33.3931502,-111.9762132,3.5,31
GyHJAwBQ58L3ORBLm0G-hg,India Grill,325 W Elliot Rd,85284,33.3487388761,-111.9447575882,4.0,57
QZz6EwylI-Tn7dcxP-1uvA,Vietshack,7510 S Priest Dr,85283,33.3501044,-111.9636604,5.0,87
xAVj_vQj9eTHorWMxY4CPQ,Kolby's Corner Pocket Billards,1301 E University Dr,85281,33.421373991,-111.9166091457,4.5,28
h301hAHfIGqVYIlBzs5EgA,Nush,560 S College Ave,85281,33.4249966771,-111.9350826196,4.5,64
6_lNZXYsz0SIOakNyBF0zQ,Brosenbrus Cafe,922 E Apache Blvd,85281,33.4148329,-111.9254187,4.0,43
lgIa0COVEmsiFI_ZWXn6_g,McDonald's,5144 S Rural Rd,85282,33.3786949,-111.9301502,2.0,9
AJ8DDFm6QaihAPZI3wFBHw,Tea Infusion,2000 E Rio Salado Pkwy,85281,33.4326053092,-111.9049465656,4.0,100
tVVZcFFt3ZlWVE7nptN3EQ,Hot Wok Mr Cook,655 W Warner Rd,85284,33.3335102938,-111.9464485146,3.0,85
gDOuHjntsN37XEjROoQ2Aw,Santa Madre Taco Shop,1320 W Elliot Rd,85284,33.3495076,-111.9603535,4.5,473
gPc4tXMS_wt4g2yVUmco8w,The Revival,603 W University Dr,85281,33.4216106,-111.9475676,4.0,72
HoRfE-2ry_RKR_b2DZNAWQ,The Beach Pit,414 S Mill Ave,85281,33.4259376526,-111.940246582,3.5,18
KfxPrJ5PzgFRm2XltnbBLQ,Passage To India,909 E Elliot Rd,85284,33.348671,-111.9277127,4.0,241
tIauOelAC3BZk_xhMoDBUg,Someburros,101 E Baseline Rd,85283,33.3775286713,-111.9389585456,3.5,281
sZf_KrF9ZLC7z4jiLGgVOw,Steve's Espresso,1801 E Baseline Rd,85281,33.3772372,-111.9085834,4.0,177
aw7i9IpuQHTa3VdNRMJFpQ,Firehouse Subs,5000 S Arizona Mills Cir,85282,33.384763,-111.965249,1.0,13
iikAHVLZrZn7Zy1aEPD25A,Chipotle Mexican Grill,815 E Baseline Rd,85283,33.3778979,-111.9292867,3.5,109
xQLfpn1qaXt_j3osW86Iwg,Cupz Coffee,777 College Ave,85281,33.4225009,-111.9349023,3.5,62
bKyjGqmnP4goQRYYp4ARhg,Salam's Market & Deli,616 S Forest Dr,85281,33.4235279,-111.9368564,3.5,9
XvTBQotmJpVPjPNaMM7qLA,Pita Jungle,1250 E Apache Blvd,85281,33.4152240101,-111.9178978785,4.0,373
Ldly1D-EUrbOfjxDMqY2zA,Extreme Pita,1320 W Elliot Rd,85284,33.3491937,-111.9593221,4.0,4
-xIrVu_7prj_0GDl1tds1w,Los Dos Diablitos,1101 West University Dr,85281,33.4218059559,-111.954213568,4.5,148
p8H_WsH1SltPmo0-c67gFQ,Smashburger,2010 E Elliot Rd,85283,33.3494706948,-111.9022512808,3.0,87
f0pIB6KkSRxc1mxPG70ACQ,NYPD Pizza,9845 S Priest Dr,85284,33.3216034,-111.9626175,4.0,43
80QcucMxQp46Pqg2RqcJ1w,Pei Wei,Arizona State University,85281,33.4183842161,-111.9341047869,2.5,6
4yIOZXIYJiQlkqW_MUtVgQ,The Habit Burger Grill,1817 E Guadalupe Rd,85283,33.3628909681,-111.9106654231,4.0,266
KvRh-exPg_KegOM_HXeskw,Curry & Scoop,1805 E Elliot Rd,85284,33.3478965925,-111.9105792793,4.0,131
cdu8bhLaZ6oVYxnK65FPzw,Feel Good Nutrition,1158 W Washington St,85281,33.4423502387,-111.955499184,4.5,22
ptk6LmgUy2BWvZ1Aq9y6Rg,Lomi Poki,1840 E Warner Rd,85284,33.3357209,-111.9099571,5.0,16
Px4jJPkR56noH67rTku8aQ,Devil's Diner,640 S Mill Ave,85281,33.4243526355,-111.9240450847,4.0,26
uiOHG-IDJY-OWhBnJApC-g,PDQ Restaurant,8905 South Harl Ave,85284,33.334205,-111.966118,3.5,103
DHoUaeL5XqRX083cptIHBA,Lemon Street Tacos,909 E Lemon St,85281,33.4165712,-111.9255048,3.5,25
Crhm6oKCj7raPlakwltbVQ,Ahipoki - Tempe,1015 S Rural Rd,85281,33.4174192,-111.925889,4.0,140
BPAm6_JH34HB9FG5Jx1Nig,Poke Wave,9920 S Rural Rd,85284,33.3211992,-111.9305597,5.0,169
6Rrlg6hnM0ir7ijhKG2ybA,5 & Diner,5025 S Arizona Mills Cir,85282,33.3839522302,-111.9618288428,3.0,31
Uo9z9Mfiw-4QxbsXbDt7yA,Sign Of The Whale,1706 E Warner Rd,85284,33.3345061,-111.9676661,3.5,20
S1XhpND8AUrenZFNd1tWJw,Mai Island Grill,705 S Forest Ave,85281,33.422788,-111.936439,4.5,27
Nm-45TlwfszqbJtaIalbtw,The Sets,93 E Southern Ave,85282,33.3928561,-111.9385884,2.5,10
NXdXnpkaY63AMKneGk0i9g,Thai Chili 2 Go,2010 E Elliot Rd,85284,33.3497297566,-111.9020856544,3.0,9
CRVtzesMuwHK-phmS_ojaA,Venezia's New York Style Pizzeria,27 E Southern Ave,85282,33.3915417,-111.9386689,4.0,682
6YrmJ_pxLSTabcM_FFZhlQ,Wienerschnitzel,804 South Mcclintock Ave,85281,33.4210209,-111.9096446,3.0,57
CRLvROAjgX-aKI7VIfPLFg,Pita Jungle,4 E University Dr,85281,33.422192,-111.939615,4.0,198
hH36Av7cncv499KS3kjcXg,Arizona Sandwich Co & Catering,1775 W University Dr,85281,33.4213995886,-111.9691525955,4.0,161
l_4c__U60fVeTe4IYZBR3w,Biscuits,1815 E Elliot Rd,85284,33.3487234723,-111.9096109271,3.5,126
uIE9H0cz2AvxorEqy5cZ0w,Philly's Sports Bar & Grill,1826 North Scottsdale Rd,85281,33.4496821,-111.927012,3.5,193
_58OWmDQ7IUFe8WnKvwzhw,Tinta Mexicana,5000 S Arizona Mills Cir,85282,33.3831232253,-111.9644849002,2.5,34
AfN3Z1U6QPEgAb5F2CQm8w,Casey Moore's Oyster House,850 S Ash Ave,85281,33.4206476074,-111.9425009034,4.0,860
L2vFBuvQLHgrEYzP_2RuwQ,Voodoo Daddy's Steam Kitchen,1325 W Elliot Rd,85284,33.348591,-111.9595992565,4.0,172
3ky17eHU-4gSl3knpI__-w,Canteen Modern Tequila Bar,640 S Mill Ave,85281,33.4241272,-111.9405173,3.5,226
9MJDPVeLqAWLqdWF4Heqvg,Taco Nazo,1405 W Southern Ave,85282,33.3917426,-111.9617466,3.5,70
wyVYljjqF2SW3QiXHuVmbQ,Peter Piper Pizza,1805 E Baseline Rd,85283,33.377364058,-111.9083050298,3.0,51
afTfGQIjeq3sRk_5zyQxuQ,Plaid Eatery,1044 S Terrace Rd,85281,33.4171122,-111.9230235,3.0,13
wgD10VCO6te7d0W_TuyW4A,Planet Sub - Tempe,950 S Mill Ave,85281,33.4192981,-111.9402206,3.5,12
nl_gkvVXtsIlhGE0sP0qFw,Crazy Buffet,7720 S Priest Dr,85284,33.3481953214,-111.9652456496,2.5,115
F_bN7GYW1dajqlHAcUBVkg,The Buffalo Spot,1537 W Broadway Rd,85282,33.4072277732,-111.9656738597,2.5,97
5J1SoLkAM2zAOKqrRB7rCQ,King of Gyros,1342 W Warner Rd,85284,33.3350184,-111.9620302,4.5,276
Jzth-y32SyvOhJNgbIPTqQ,Hummus Xpress,930 W Broadway Rd,85282,33.407803263,-111.9537532317,4.5,608
Z2L0j0MZ9m0IwaWmcvnxGQ,D'Arcy McGee's,2000 E Rio Salado Pkwy,85281,33.4329724,-111.9043028,2.5,79
DjvpsmdtEvnyMk2vXxpc-w,Pier 54,5394 S Lakeshore Dr,85283,33.3755635248,-111.9197692534,3.0,260
s3nKOslEBV5o7bhKfpXl3g,Fatburger,681 E Apache Blvd,85281,33.4142858079,-111.9289145036,4.5,6
3Jg5iFVFm9PxRpGJWLR6ng,Subway Restaurants,1320 W Elliot Rd,85284,33.3495076,-111.9603535,2.5,29
w95B_YptshIE_y68NTyylQ,Taco Bell,912 E Apache Blvd,85281,33.415094,-111.925817,3.0,62
ndQTAJzhhkrl1i5ToEGSZw,Oregano's Pizza Bistro,523 W University Dr,85281,33.421751,-111.946826,4.0,753
62HZvu4RyAnhRswWn3e7qA,Haiku Grill,1158 W Washington St,85281,33.442358,-111.955412,3.0,52
wxqx3Jxlfo9qTtIQ782fdQ,Subway Restaurants,805 West Baseline Road,85283,33.3772769,-111.951485279,2.5,9
nSTDc9_ETRO9mZwvc-WY9w,Guerrero's,2148 E Apache Blvd,85281,33.4148665,-111.8939829,4.0,21
DpSuDR5AT7DF0QZhNUD2Aw,Freddy's Frozen Custard And Steakburgers,1818 E Elliot Rd,85284,33.3496560991,-111.9101279229,4.0,76
Ffzhzidm9OesdEzR-MLuwg,Waffle House,2189 E University Dr,85281,33.4216367,-111.8921412,3.0,112
1x8_aJQ-iqvymhRK3SNbLg,Sharky's Tacos & Tequila,825 W Baseline Rd,85283,33.3771903,-111.9520135,3.0,118
IU31IE28AnAduEqJ5Gzvkg,Einstein Bros Bagels,6350 S McClintock Dr,85283,33.364206,-111.9117736,3.0,59
WEoivlVObGE03PiWvVvXYA,Cadillac Ranch,2000 E Rio Salado Pkwy,85281,33.433210772,-111.9033366766,2.5,174
fi-SzL6uKzsprqsvo7MMnA,Fire + Spice,1600 S 52st St,85281,33.4108382,-111.9704265,3.5,54
5k34OJo3BsEaoyMsW86eZg,Chronic Cantina,15 E 6th St,85281,33.4243368,-111.9394223,3.5,69
aVKOO7rBVo2lCj-KElxp5Q,Hippies Cove,414 S Mill Ave,85281,33.4259647,-111.9402513,3.0,20
iPyhXWQ2LVSgBlQA4vqKJw,Joe's Crab Shack,1604 E Southern Ave,85282,33.393371,-111.912406,3.0,112
ZO2-nQjKZBoZUSOzJb4CUQ,Johnny's Burgers & Dogs,3141 S McClintock Dr,85282,33.3947794,-111.908588,4.5,208
OXSVjoMQflcB1xRb6T7eFA,McDonald's,1429 W Baseline,85283,33.3778256814,-111.9618281722,1.5,32
5QOUqFaQXkrykDlp0tgdzw,Extreme Pita,3141 S McClintock Dr,85282,33.3947794,-111.9085598,3.0,3
TaRpPKpoANfKd7av6KBMlw,Over Easy,149 S Farmer Ave,85281,33.428533,-111.943955,3.0,26
Wy-HIb6sLouYv4-aMcV7zw,Sweet Kicks,937 E Broadway Rd,85282,33.4065751,-111.9243626,4.5,33
pJ-yaAEhNAD9EeeIuNYf-g,Sub Station,930 W Broadway Rd,85282,33.4078922,-111.9539189,2.5,22
9mIm1ef-NVDQHFE39Faxxg,Vine Tavern & Eatery,801 E Apache Blvd,85281,33.4144523,-111.9271674,3.5,158
6MKdilxYLP3W02wnu3UFmQ,Einstein Bros Bagels,9900 S Rural Rd,85284,33.3218022,-111.9304637,2.5,45
mBFGYVLh588BrvfmGsOhrA,Dragon Flame Chinese Grill,909 E Lemon St,85281,33.4165547,-111.9254906,4.0,127
1TLJ5dSPAa-ZFnPXPjp7LA,Paisan's Pizza & Italian Kitchen,425 S Mill Ave,85281,33.4219886325,-111.9323277461,3.0,21
WN5ON423ZCOy3_4F6XYikA,Long Wong's At the Firehouse,1639 E Apache Blvd,85281,33.4145753,-111.9109091,3.0,60
NSEEnYde9aC_HYva0Yinmw,Board & Brew - Tempe,1015 S Rural Rd,85281,33.4174192,-111.9258865,4.5,27
LEYZb8jiD36RQTElxy0YrQ,Back East Bagels,1628 E Southern Ave,85282,33.3943144,-111.9129167,3.5,208
2rLuOMi6Q6zzqUU8ltreSA,First Watch,111 W University Dr,85281,33.4216227,-111.9416683,4.5,340
smheJ4YvpiMObas1mrfAjQ,Grilled Expedition On Mill Cafe,740 S Mill Ave,85281,33.4230549,-111.9404797,3.5,4
dQxowi8M1a0F6QFLzp8T7Q,Devils Den Sports Grill,500 E University Dr,85281,33.4231472,-111.9328392,2.5,5
WTr6mQHpL366YxfiI4P8XA,Thai House Restaurant,325 W Elliot Rd,85284,33.3487002265,-111.9448900223,3.5,27
LXKVQdkTXW--JcB3ahZ9AQ,Nighttime Nosh,625 S Smith Rd,85281,33.4240606,-111.8996635,4.0,5
ZGHynQJk7RagG2uNNAMynw,Carl's Jr.,8825 S Jewel St,85284,33.3359387,-111.9687741,2.0,14
yvwK4MO2qnSZE5ggYGyk1A,Flo's - New Asian Cuisine,788 E Baseline Rd,85283,33.3787189,-111.9301978,3.5,321
YR202Rbw0E4aiUJNeAJjOg,Sheba's,4427 S Rural Rd,85282,33.3832540723,-111.9252721943,4.5,7
x5vSE0-NO_YSZtOnitLWuQ,Gandolfo's New York Delicatessen,744 W Elliot Rd,85284,33.3496945,-111.9487559,3.0,116
jiOREht1_iH8BPDBe9kerw,Dilly's Deli,414 W University Dr,85281,33.4221754,-111.9454023,4.0,183
aXsmmtepl0JZNcl3pkXqww,Sacks Sandwiches - Hardy,839 W University Dr,85281,33.4212223787,-111.9516137633,4.0,106
eDw3UUcM_T20WrsKldracw,International House of Pancakes,225 E Apache Blvd,85281,33.4143794,-111.9359999,3.0,27
Da6G8TVoc_5WOTkYfQfT6A,Moe's Southwest Grill,1158 W Washington St,85281,33.442375,-111.955643,3.5,5
3b-jZX9Ms0U9B2Oy_ZmNMA,Sushi Kee,1006 E Warner Rd,85284,33.3353841,-111.9270761,4.0,71
5LJ6wKhh7zuJn4XNei9rQA,W XYZ Bar,951 East Playa Del Norte Dr,85281,33.434731,-111.9244426,4.0,10
XwBAj5Rd3puloPVJem0mlQ,The Energy House,1721 E Warner Rd,85284,33.3339926075,-111.9135219207,4.5,30
pr2nYg8i4mjW6J2fM-Y5dA,Bunna Coffee,7520 S Rural Rd,85283,33.3501281,-111.9286947,4.0,42
neO0lOx9YE3r7SvVkmpS8w,Arai Pastry,1335 W University Dr,85281,33.421319,-111.960158,4.5,133
42eixGgo0CM_fXfD17NDGQ,Ramen Time,1857 N Scottsdale Rd,85281,33.4508768,-111.925118,4.5,142
DF6kMTHYuKKME_00AinR-w,Even Stevens Sandwiches,1015 S Rural Rd,85281,33.4174192,-111.925889,4.5,148
mBi0tqXwGrivaolQDbhzoA,Junn All You Can Eat Sushi,1320 E Broadway Rd,85282,33.4083042,-111.916804,4.0,276
GB6bZTCMmqZncRSxurNblA,Nocawich,777 S College Ave,85281,33.4227395826,-111.9347911023,4.0,61
h8XdexOcJlfLOwXIDtyalg,Cafe Rio,5150 S Rural Rd,85282,33.3794679829,-111.9292181599,3.0,89
XvYwUnuWEai7p-95cj8S1w,Barro's Pizza,8830 S Kyrene Rd,85284,33.3329519488,-111.9465569455,3.0,54
RGvvYVmr3UkxrolLEW_N1g,Greek Chef,5118 S Rural Road,85281,33.3785598,-111.9286709,3.5,3
-8QlV3b_9H4BAh6LgMIr1g,Nandini Indian Cuisine,1845 E Broadway Rd,85282,33.4066242,-111.9076282,4.0,523
utoTa3Ngv_oSfB5TIMgN_Q,Rula Bula,401 S Mill Ave,85281,33.4263511706,-111.9398196837,4.0,595
q4eeqVYRrO--vFFr3pBuNw,Taco Bell,9960 South Rural Road,85284,33.3205131495,-111.929977053,2.0,36
NNkMbPtBCGelD2_hNxH0og,The Shire Cafe,1000 E Apache Blvd,85281,33.41518,-111.924076,5.0,7
uNYBY0-josscxkihdfovYA,Arby's,525 W Broadway Rd,85282,33.4070068,-111.9473228,3.0,21
d0v7c1SnmlEyK5TWfHCo8w,Capri Cafe,1726 E Southern Ave,85282,33.3929694,-111.910756,4.0,9
YYZGRUCevWS41VZFxp4rrA,Fuddruckers,7470 South Priest Dr,85283,33.351139,-111.9634733,3.5,119
4hf_GXJjDK1cZJvWpVUVOg,Apple Spice Junction,7425 S Harl Ave,85283,33.351358,-111.965949,3.0,8
sKWZ_tAOVMZoC4Qk8_Bd4A,Otto Pizza & Pastry,804 S Ash Ave,85281,33.421753,-111.94249,4.5,180
JwyH48vqADWY6HieOMDxgQ,My Big Fat Greek Restaurant,525 S Mill Ave,85281,33.4246763733,-111.9398508957,3.5,296
P6c0lV9DeJ6ofntpTWyqhA,Casa Reynoso,3138 S Mill Ave,85282,33.3947743637,-111.9411207244,3.5,277
2E4-roWTD-0LR63xjokYRQ,Gloria Jean's Gourmet Coffees,5000 S Arizona Mills Cir,85282,33.383123,-111.964485,2.5,3
dSEcQPPUlATxZf5pvN_t5Q,Red Devil Italian Restaurant & Pizzeria,208 W Southern Ave,85282,33.393559,-111.942318,3.5,129
vukjcARwa7rWfwD3Z4xTOA,Urban Boba Tea House,1015 S Rural Rd,85281,33.4173092824,-111.9261088595,4.0,76
6QIzCTSZfXL3r2mIWn58bQ,Cafe Roma,960 W University Dr,85281,33.4227278,-111.9514573,2.5,7
lC2hnEYBN_97HXDQnpGpZA,King Coffee,1020 S Mill Ave,85281,33.4184894,-111.9402556,4.5,83
pmjwA8fI0scEBA7HRtbI3w,Capriotti's Sandwich Shop,100 W University Dr,85281,33.4219357,-111.941963,4.0,47
GKy-yJF7xMKn_E2Qv2OS9w,Slices On Mill,11 East 6th St,85281,33.4241824,-111.9394884,5.0,3
OoYwJANV9zD-_OA4Atu-gg,Republic Ramen + Noodles,1301 E University Dr,85281,33.4215513185,-111.9167033545,3.5,716
dvAsAh1IiZWquuL6GN4OBA,Fashion Liquidation Outlet,1245 W Elliot Rd,85284,33.3486727,-111.9577685,4.0,15
Wnq5to0-jXyh0-_jRZ6VOQ,Z Tejas,20 W 6th St,85281,33.4245625,-111.9409053,3.5,282
lcbvgL5Sgx8ibQEhtbAEdg,Fifty One West,51 W Southern Ave,85282,33.392511244,-111.9412457233,4.0,19
veW2qZ48V2NfTDIXjkbRqA,The Lobby Bar,2000 W Westcourt Way,85282,33.4033646585,-111.9711883183,4.0,4
3wGsvZj5-_YtM-4D4JndDQ,Sunny's Diner,1825 E University Dr,85281,33.4217185459,-111.9087256722,4.0,328
b65Ugu0VDKDNbLq7sW9RDQ,Filiberto's Mexican Food,1845 E. Guadalupe Rd,85283,33.3633605,-111.9097009,3.5,105
H-gllDEH0DHqE-HmzdHtKg,Jersey Mike's Subs,4715 S Rural Rd,85282,33.380008,-111.9277962,3.0,26
-cBQKodqi77Q0vk-9iDvQA,Fat Tuesday,680 S Mill Ave,85281,33.4238124118,-111.9402251324,3.5,258
_MzJncLDDFC7-0QLt1KQcg,Chili's,400 W University Dr,85281,33.4221886,-111.9444708,3.0,106
